Name,Artist,Composer,Album,Grouping,Work,Movement Number,Movement Count,Movement Name,Genre,Size,Time,Disc Number,Disc Count,Track Number,Track Count,Year,Date Modified,Date Added,Bit Rate,Sample Rate,Volume Adjustment,Kind,Equalizer,Comments,Plays,Last Played,Skips,Last Skipped,My Rating,Location
Specta (Deepfunk Remix),Castano & Four Candles,,French Hello / Specta - EP,,,,,,Dance,15538859,453,1,1,4,4,2015,"11/11/19, 9:41 PM","11/11/19, 9:41 PM",256,44100,,Apple Music AAC audio file,,,11,"12/27/20, 6:47 AM",,,,
Perfect,Ed Sheeran,Ed Sheeran,÷ (Deluxe),,,,,,Pop,9263610,263,1,1,5,16,2017,"10/31/19, 12:23 AM","10/31/19, 12:23 AM",256,44100,,Apple Music AAC audio file,,,10,"12/27/20, 6:51 AM",2,"5/20/21, 2:29 PM",,
Sign of the Times,Harry Styles,"Harry Styles, Jeff Bhasker, Mitch Rowland, Ryan Nasci, Alex Salibian & Tyler Johnson",Harry Styles,,,,,,Pop,11794676,340,1,1,2,10,2017,"12/6/19, 2:18 PM","12/6/19, 2:18 PM",256,44100,,Apple Music AAC audio file,,,34,"7/22/21, 1:21 PM",2,"11/27/20, 8:00 PM",,
Pop Tart,Margolnick,Drake Margolnick,Pop Tart EP,,,,,,Alternative,8256737,226,1,1,1,4,2018,"11/11/19, 9:42 PM","11/11/19, 9:42 PM",256,44100,,Apple Music AAC audio file,,,35,"7/22/21, 1:24 PM",,,,
Colors,St. Beauty,,Running to the Sun,,,,,,R&B/Soul,7370534,200,1,1,7,10,2018,"10/7/19, 12:14 AM","10/7/19, 12:14 AM",256,44100,,Apple Music AAC audio file,,,37,"7/22/21, 1:28 PM",,,,
In the Air Tonight,"Panski, John Skyfield & Dana Kelson",,In the Air Tonight - Single,,,,,,House,6569765,184,1,1,1,1,2018,"10/23/19, 11:10 PM","10/23/19, 11:10 PM",256,44100,,Apple Music AAC audio file,,,41,"7/22/21, 1:31 PM",1,"11/27/20, 8:00 PM",,
Cool Girl,Tove Lo,"Tove Lo, Ludvig Söderberg & Jakob Jerlström",Lady Wood,,,,,,Alternative,7193121,199,1,1,5,12,2016,"9/24/19, 7:39 PM","9/24/19, 7:39 PM",256,44100,,Apple Music AAC audio file,,,77,"5/20/21, 2:48 PM",,"11/27/20, 8:00 PM",,
Go Head,Rocstrong,Andre Mbayi Bangala,Sowyg - EP,,,,,,Alternative,5813409,159,1,1,4,6,2014,"11/2/19, 1:11 AM","11/2/19, 1:11 AM",256,44100,,Apple Music AAC audio file,,,40,"7/22/21, 1:37 PM",1,"5/10/21, 2:35 PM",,
Time of Our Lives,Pitbull & Ne-Yo,N/A,Globalization,,,,,,Pop,8556108,229,1,1,4,10,2014,"11/12/19, 11:24 PM","11/12/19, 11:24 PM",256,44100,,Apple Music AAC audio file,,,29,"7/22/21, 1:44 PM",,,,
Slow for Me (feat. Tory Lanez),Melii,"Audrey Ducassee, Mathias Hansmann & Daystar Peterson",phAses,,,,,,R&B/Soul,7056539,201,1,1,3,14,2019,"10/24/19, 12:21 AM","10/24/19, 12:21 AM",256,44100,,Apple Music AAC audio file,,,23,"5/20/21, 7:12 PM",2,"11/27/20, 8:00 PM",,
Careless Whisper,Nataly Dawn,,Careless Whisper - Single,,,,,,Singer/Songwriter,6337689,163,1,1,1,1,2017,"11/26/19, 8:11 PM","11/26/19, 8:11 PM",256,44100,,Apple Music AAC audio file,,,17,"5/20/21, 7:15 PM",,,,
Levels,Avicii,"Tim Bergling, Ash Pournouri, Leroy Kirkland, Pearl Woods & Etta James",Levels (Remixes) - EP,,,,,,Dance,11842340,338,1,1,2,4,2011,"11/6/19, 12:44 AM","11/6/19, 12:44 AM",256,44100,,Apple Music AAC audio file,,,27,"5/20/21, 7:21 PM",1,"11/27/20, 7:59 PM",,
Regulate (feat. Nate Dogg),Warren G,Nathaniel Hale,Regulate...G Funk Era (20th Anniversary Edition),,,,,,Hip-Hop/Rap,8795655,248,1,1,1,15,1994,"11/16/19, 7:05 PM","11/16/19, 7:05 PM",256,44100,,Apple Music AAC audio file,,,28,"5/20/21, 7:39 PM",,"11/27/20, 7:59 PM",,
I Kissed a Girl,Katy Perry,,I Kissed a Girl - Single,,,,,,Pop,6355006,180,1,1,1,1,2008,"9/13/08, 11:58 AM","8/25/08, 9:10 PM",256,44100,,AAC audio file,,,21,"5/10/21, 2:57 PM",,"11/27/20, 7:59 PM",,
Picture (feat. Sheryl Crow),Kid Rock,"Sheryl Crow, R.J. Ritchie & Robert J. Ritchie",Cocky,,,,,,Hard Rock,10416040,298,1,1,9,14,2001,"11/18/19, 12:58 AM","11/18/19, 12:58 AM",256,44100,,Apple Music AAC audio file,,,22,"5/21/21, 3:01 PM",,,,
Sexy and I Know It,LMFAO,"S.K. Gordy, K. Oliver, G. M. Robertson, D. J. Listenbee & E. E. Beck",Sorry for Party Rocking (Edited Version),,,,,,Pop,7377654,199,1,1,4,11,2011,"11/18/19, 1:03 AM","11/18/19, 1:03 AM",256,44100,,Apple Music AAC audio file,,,19,"5/21/21, 3:05 PM",,"11/27/20, 7:59 PM",,
Many Men (Wish Death),50 Cent,"Curtis Jackson, Darrell Branch, Luis Resto, Frederick J. Perren & Keni St.Lewis",Get Rich or Die Tryin',,,,,,Hip-Hop/Rap,8987598,256,1,1,4,19,2003,"11/18/19, 1:41 AM","11/18/19, 1:41 AM",256,44100,,Apple Music AAC audio file,,,16,"5/21/21, 3:09 PM",,,,
Boulevard of Broken Dreams,Green Day,"Green Day, Billie Joe Armstrong, Frank Wright, Michael Pritchard, Mike Dirnt & Tré Cool",American Idiot,,,,,,Alternative,9274075,260,1,1,4,13,2004,"1/2/19, 6:31 AM","1/2/19, 6:31 AM",256,44100,,Apple Music AAC audio file,,,46,"12/20/21, 7:54 AM",1,"1/2/19, 6:31 AM",,
Broken,lovelytheband,Christian Medice & Mitchell Collins,Everything I Could Never Say... - EP,,,,,,Alternative,7447943,204,1,1,1,6,2017,"9/24/19, 9:12 PM","9/24/19, 9:12 PM",256,44100,,Apple Music AAC audio file,,,85,"7/22/21, 1:57 PM",2,"7/22/21, 1:54 PM",,
Old Town Road,Lil Nas X,"Montero Lamar Hill, Michael Trent Reznor & Atticus Matthew Ross",7 - EP,,,,,,Hip-Hop/Rap,4278627,113,1,1,8,8,2018,"9/6/19, 8:43 PM","9/6/19, 8:43 PM",256,44100,,Apple Music AAC audio file,,,90,"1/5/22, 1:48 PM",3,"1/5/22, 1:46 PM",,
Schism,TOOL,TOOL,Lateralus,,,,,,Metal,14212109,407,1,1,5,13,2001,"12/6/19, 1:41 AM","12/6/19, 1:41 AM",256,44100,,Apple Music AAC audio file,,,6,"5/21/21, 3:25 PM",1,"7/22/21, 1:59 PM",,
High Hopes,Panic! At the Disco,"Brendon Urie, Ilsey Juber, Jake Sinclair, Jenny Owen Youngs, Jonas Jeberg, Lauren Pritchard, Sam Hollander, Tayla Parx & William Lobbin Bean",Pray for the Wicked,,,,,,Alternative,6801847,190,1,1,4,11,2018,"7/4/19, 7:38 AM","7/4/19, 7:38 AM",256,44100,,Apple Music AAC audio file,,,45,"1/3/22, 10:03 AM",2,,,
Love and Happiness,Al Green,Not Documented,I'm Still in Love with You,,,,,,Soul,11935522,307,1,1,3,9,1972,"1/1/20, 5:39 PM","1/1/20, 5:39 PM",256,44100,,Apple Music AAC audio file,,,5,"5/21/21, 3:34 PM",,"11/27/20, 7:58 PM",,
Sign of the Times,Harry Styles,"Harry Styles, Jeff Bhasker, Mitch Rowland, Ryan Nasci, Alex Salibian & Tyler Johnson",Harry Styles,,,,,,Pop,11794676,340,1,1,2,10,2017,"12/6/19, 2:18 PM","12/6/19, 2:18 PM",256,44100,,Apple Music AAC audio file,,,34,"7/22/21, 1:21 PM",2,"11/27/20, 8:00 PM",,
Umbrella (feat. JAY-Z),Rihanna,Thaddis Harrell & Shawn Carter,Don't Stop the Music Hit Pack - Single,,,,,,Pop,9698400,275,1,1,1,3,2007,"12/11/19, 11:52 PM","12/11/19, 11:52 PM",256,44100,,Apple Music AAC audio file,,,19,"5/21/21, 5:23 PM",,"11/27/20, 7:58 PM",,
Here,Alessia Cara,"Alessia Caracciolo, Andrew ""Pop"" Wansel, Warren ""Oak"" Felder, Coleridge Tillman, Isaac Hayes, Samuel Gerongco, Robert Gerongco & Terence Lam",Know-It-All (Deluxe),,,,,,Pop,,199,1,1,2,13,2015,"3/14/16, 9:00 PM","3/15/16, 3:00 AM",256,44100,,Purchased AAC audio file,,,57,"5/21/21, 5:26 PM",3,"7/22/21, 2:04 PM",,
Someone You Loved,Lewis Capaldi,"Lewis Capaldi, Pete Kelleher, Tom Barnes, Benjamin Kohn & Sam Roman",Divinely Uninspired To A Hellish Extent,,,,,,Alternative,6524098,182,1,1,4,12,2018,"1/21/20, 4:45 PM","1/21/20, 4:45 PM",256,44100,,Apple Music AAC audio file,,,19,"5/21/21, 5:29 PM",3,"7/22/21, 2:04 PM",,
Happier,Marshmello & Bastille,"Marshmello, Dan Smith & Steve Mac",Happier - Single,,,,,,Dance,7738667,214,1,1,1,1,2018,"12/21/19, 8:17 AM","12/21/19, 8:17 AM",256,44100,,Apple Music AAC audio file,,,25,"7/22/21, 2:08 PM",1,"2/5/20, 7:56 PM",,
South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,"Belcalis Almanzar, Camila Cabello, Ed Sheeran, Fred Gibson, Jordan Thorpe & Steve Mac",No.6 Collaborations Project,,,,,,Pop,7250227,204,1,1,2,14,2019,"1/21/20, 5:14 PM","1/21/20, 5:14 PM",256,44100,,Apple Music AAC audio file,,,27,"7/22/21, 2:11 PM",,,,
What a Man Gotta Do,Jonas Brothers,"David Stewart, Ryan Tedder, Nick Jonas, Kevin Jonas, Joe Jonas & Jessica Agombar",What a Man Gotta Do - Single,,,,,,Pop,6772309,180,1,1,1,1,2020,"1/22/20, 11:20 AM","1/22/20, 11:20 AM",256,44100,,Apple Music AAC audio file,,,26,"7/22/21, 2:14 PM",1,"1/29/20, 11:27 AM",,
I Like Me Better,Lauv,Ari Leff & Michael Matosic,I Like Me Better - Single,,,,,,Pop,7094968,197,1,1,1,1,2017,"1/22/20, 3:02 PM","1/22/20, 3:02 PM",256,44100,,Apple Music AAC audio file,,,29,"7/22/21, 2:18 PM",1,"1/29/20, 11:27 AM",,
Stay With Me,Sam Smith,"Sam Smith, James Napier & William Phillips",In the Lonely Hour,,,,,,Pop,6267149,172,1,1,3,10,2014,"1/24/20, 1:55 AM","1/24/20, 1:55 AM",256,44100,,Apple Music AAC audio file,,,46,"5/21/21, 6:33 PM",2,"2/11/20, 5:14 PM",,
Blinding Lights,The Weeknd,"Max Martin, Oscar Holter, Abel Tesfaye, Ahmad Balshe & Jason 'Daheala' Quenneville",Blinding Lights - Single,,,,,,R&B/Soul,7138917,201,1,1,1,1,2019,"1/23/20, 11:59 PM","1/23/20, 11:59 PM",256,44100,,Apple Music AAC audio file,,,61,"7/22/21, 2:22 PM",,,,
Strangelove (Maxi Mix Version),Depeche Mode,Martin Gore,Strangelove,,,,,,Pop,13502282,394,1,1,3,8,1987,"2/12/20, 4:23 PM","2/12/20, 4:23 PM",256,44100,,Apple Music AAC audio file,,,38,"5/21/21, 6:43 PM",2,"7/22/21, 2:22 PM",,
Sun Goes Down (feat. Isadora),Bruno Martini,Bruno Martini & Zeeba,Sun Goes Down (feat. Isadora) - Single,,,,,,Electronic,7317024,203,1,1,1,1,2017,"2/28/20, 6:55 PM","2/28/20, 6:55 PM",256,44100,,Apple Music AAC audio file,,,30,"1/3/22, 10:04 AM",,,,
Dance Monkey,Tones And I,Toni Watson,The Kids Are Coming - EP,,,,,,Alternative,7473522,209,1,1,2,6,2019,"1/24/20, 6:27 PM","1/24/20, 6:27 PM",256,44100,,Apple Music AAC audio file,,,107,"1/4/22, 1:31 PM",1,"11/27/20, 7:57 PM",,
Sweater Weather,The Neighbourhood,"Jesse James Rutherford, Zachary Abels & Jeremy Freedman",I Love You.,,,,,,Alternative,,240,1,1,4,11,2013,"12/31/15, 7:40 AM","12/31/15, 1:40 PM",256,44100,,Purchased AAC audio file,,,143,"1/3/22, 10:12 AM",,,,
Piece Of Your Heart,Meduza & Goodboys,"Mattia Vitale, Simone Giani, Luca De Gregorio, Joshua Grimmett, Connor Manning & Nathan Cross",Piece Of Your Heart - Single,,,,,,Dance,5562884,152,1,1,1,1,2019,"3/4/20, 10:22 PM","3/4/20, 10:22 PM",256,44100,,Apple Music AAC audio file,,,28,"1/4/22, 2:49 PM",,"11/27/20, 7:57 PM",,
Gimme Shelter,Puddle of Mudd,Mick Jagger & Keith Richards,Gimme Shelter - Single,,,,,,Alternative,11758206,305,1,1,1,1,2011,"3/4/20, 6:53 PM","3/4/20, 6:53 PM",256,44100,,Apple Music AAC audio file,,,13,"1/3/22, 10:20 AM",,"11/27/20, 7:57 PM",,
Take Me Home (feat. Bebe Rexha) [Acoustic],Cash Cash,"Bebe Rexha, Alexander Makhlouf, Brandon Lowry, Jean Paul Makhlouf & Samuel Warren Frisch",Overtime - EP,,,,,,Dance,6738443,184,1,1,7,7,2013,"3/4/20, 6:07 PM","3/4/20, 6:07 PM",256,44100,,Apple Music AAC audio file,,,12,"1/3/22, 10:23 AM",1,"7/3/20, 2:41 PM",,
Tipsy (Club Mix),J-Kwon,"Jerrell Jones, Joe Kent & Mark Williams",Hood Hop,,,,,,Hip-Hop/Rap,8563280,243,1,1,3,15,2004,"3/4/20, 4:56 PM","3/4/20, 4:56 PM",256,44100,,Apple Music AAC audio file,,,9,"1/3/22, 10:27 AM",3,"7/22/21, 2:41 PM",,
No Diggity,Blackstreet,"Teddy Riley, LENISE WALTERS, Bill Withers, William Stewart & Chauncey Hannibal",No Diggity (Cooler Than Now Remix) - Single,,,,,,Hip-Hop,9524451,272,1,1,1,2,2010,"2/5/20, 7:07 PM","2/5/20, 7:07 PM",256,44100,,Apple Music AAC audio file,,,33,"1/3/22, 10:31 AM",1,"11/27/20, 7:57 PM",,
Save Tonight (feat. Pearl Andersson) [Wideboys Remix],Jayddyn,"Eagle-Eye Cherry, RAPHAEL MONSANTO & Sean M. Lowe",Save Tonight (feat. Pearl Andersson) [Wideboys Remix] - Single,,,,,,Pop,8434555,240,1,1,1,1,2018,"2/5/20, 7:14 PM","2/5/20, 7:14 PM",256,44100,,Apple Music AAC audio file,,,29,"1/3/22, 10:35 AM",2,"7/22/21, 2:41 PM",,
Darkside,blink-182,"Mark Hoppus, Travis Barker, Matt Skiba & John Feldmann",NINE,,,,,,Rock,6810103,180,1,1,4,15,2019,"2/5/20, 7:21 PM","2/5/20, 7:21 PM",256,44100,,Apple Music AAC audio file,,,24,"1/3/22, 10:38 AM",2,"11/27/20, 7:56 PM",,
Sandstorm,Darude,,Before the Storm,,,,,,Dance,8730047,225,1,1,1,15,1999,"3/4/20, 7:19 PM","3/4/20, 7:19 PM",256,44100,,Apple Music AAC audio file,,,6,"1/3/22, 10:42 AM",1,"7/22/21, 2:41 PM",,
faultline,Reuben And The Dark,"Reuben Bullock, Ian Jarvis, Brock Geiger, Brendan 'Dino' Soares & Christoper Lloyd Hayden",un  love,,,,,,Alternative,8888140,246,1,1,2,10,2019,"2/5/20, 7:33 PM","2/5/20, 7:33 PM",256,44100,,Apple Music AAC audio file,,,20,"1/3/22, 10:46 AM",1,"7/22/21, 2:41 PM",,
Titty Dancer,Dan Diamond,,Titty Dancer - EP,,,,,,Electronic,9573514,263,1,1,1,4,2007,"2/5/20, 6:40 PM","2/5/20, 6:40 PM",256,44100,,Apple Music AAC audio file,,,22,"1/3/22, 10:50 AM",,"11/27/20, 7:56 PM",,
Time After Time,INOJ,,Ready For The World,,,,,,R&B/Soul,8879268,255,1,1,13,15,1998,"3/4/20, 7:09 PM","3/4/20, 7:09 PM",256,44100,,Apple Music AAC audio file,,,10,"5/22/21, 11:44 AM",1,"7/22/21, 2:41 PM",,
White Room,Cream,Jack Bruce & Peter Brown,Wheels of Fire,,,,,,Rock,11525305,303,1,1,1,14,1968,"2/8/20, 8:16 PM","2/8/20, 8:16 PM",256,44100,,Apple Music AAC audio file,,,18,"1/3/22, 10:56 AM",1,"7/3/20, 3:05 PM",,
I Was Made for Lovin' You,Kiss,"Desmond Child, Vincent Poncia & Paul Stanley",Dynasty,,,,,,Hard Rock,9411356,269,1,1,1,9,1979,"3/4/20, 6:55 PM","3/4/20, 6:55 PM",256,44100,,Apple Music AAC audio file,,,6,"1/3/22, 11:00 AM",1,"11/18/20, 5:20 PM",,
Lover,Taylor Swift,Taylor Swift,Lover,,,,,,Pop,7859035,221,1,1,3,18,2019,"1/22/20, 5:16 PM","1/22/20, 5:16 PM",256,44100,,Apple Music AAC audio file,,,28,"1/3/22, 11:04 AM",4,"11/18/20, 5:19 PM",,
Joy and Pain,Rob Base & DJ EZ Rock,Robert Ginyard,It Takes Two,,,,,,Hip-Hop/Rap,8070463,225,1,1,2,10,2005,"3/4/20, 7:14 PM","3/4/20, 7:14 PM",256,44100,,Apple Music AAC audio file,,,5,"5/22/21, 11:20 AM",2,"7/22/21, 2:41 PM",,
Time After Time,INOJ,,Ready For The World,,,,,,R&B/Soul,8879268,255,1,1,13,15,1998,"3/4/20, 7:09 PM","3/4/20, 7:09 PM",256,44100,,Apple Music AAC audio file,,,10,"5/22/21, 11:44 AM",1,"7/22/21, 2:41 PM",,
I Ran (So Far Away),A Flock of Seagulls,"Alister Score, Paul Reynolds, Michael Score & Francis Maudsley",A Flock of Seagulls,,,,,,Pop,10756882,308,1,1,1,10,1982,"1/25/19, 8:07 PM","1/25/19, 8:07 PM",256,44100,,Apple Music AAC audio file,,,23,"5/19/21, 1:42 PM",4,"1/3/22, 6:08 PM",,
Guiding Light,Quiet Boys,C. Bangs,Dazzle,,,,,,Jazz,10758729,310,1,1,1,17,1997,"3/12/20, 9:42 AM","3/12/20, 9:42 AM",256,44100,,Apple Music AAC audio file,,,7,"1/3/22, 6:13 PM",,"11/9/20, 2:21 PM",,
Emerge,Fischerspooner,,#1,,,,,,Electronic,10602436,288,1,1,3,13,2001,"4/29/20, 12:14 PM","4/29/20, 12:14 PM",256,44100,,Apple Music AAC audio file,,,9,"1/24/21, 1:55 PM",3,"1/3/22, 6:14 PM",,
In This World,Moby,Moby,18 & 18 B-Sides,,,,,,Electronic,9238524,242,1,1,2,31,2002,"5/2/20, 10:44 PM","5/2/20, 10:44 PM",256,44100,,Apple Music AAC audio file,,,8,"1/3/22, 6:18 PM",1,"5/22/21, 11:44 AM",,
Like This Like That,BEGINNERS & Night Panda,Dustin Atlas & Samantha Barbera,Like This Like That - Single,,,,,,Pop,5506612,151,1,1,1,1,2020,"9/18/20, 3:05 AM","9/18/20, 3:05 AM",256,44100,,Apple Music AAC audio file,,,8,"1/3/22, 6:20 PM",4,"7/22/21, 2:42 PM",,
I Feel Free,Cream,,Fresh Cream,,,,,,Blues Rock,4280704,174,,,1,11,1998,"5/25/09, 1:53 AM","8/28/11, 5:30 AM",256,44100,,AAC audio file,,,4,"1/3/22, 6:23 PM",2,"7/22/21, 2:42 PM",,
Season of the Witch,Donovan,Donovan,Donovan's Greatest Hits,,,,,,Rock,10798819,296,1,1,11,15,1969,"11/7/20, 3:17 PM","11/7/20, 3:17 PM",256,44100,,Apple Music AAC audio file,,,19,"1/3/22, 6:28 PM",3,"12/9/20, 4:23 PM",,
Barabajagal (with the Jeff Beck Group) [Single Version],Donovan,Donovan,Donovan's Greatest Hits,,,,,,Rock,7236427,199,1,1,14,15,1969,"11/7/20, 3:29 PM","11/7/20, 3:29 PM",256,44100,,Apple Music AAC audio file,,,14,"1/3/22, 6:31 PM",,"12/7/20, 12:34 PM",,
Mellow Yellow,Donovan,Donovan,Donovan's Greatest Hits,,,,,,Rock,8197160,220,1,1,1,15,1966,"11/7/20, 3:16 PM","11/7/20, 3:16 PM",256,44100,,Apple Music AAC audio file,,,11,"1/3/22, 6:35 PM",1,"1/20/21, 9:35 PM",,
Foundations (Full Explicit Version),Kate Nash,Kate Nash & Paul Epworth,Made of Bricks (Bonus Track Version),,,,,,Pop,9469995,245,1,1,2,14,2007,"11/12/20, 4:22 PM","11/12/20, 4:22 PM",256,44100,,Apple Music AAC audio file,,,12,"1/3/22, 6:39 PM",1,"12/29/20, 6:06 PM",,
Own Alone,Bahamas,Afie Jurvanen,Sad Hunk,,,,,,Alternative,6952182,195,1,1,2,10,2020,"11/23/20, 4:09 PM","11/23/20, 4:09 PM",256,44100,,Apple Music AAC audio file,,,9,"1/3/22, 6:42 PM",,"1/24/21, 5:10 PM",,
Don't Rush (feat. Headie One),Young T & Bugsey,"Ra'chard Tucker, Adedoyin Adewuyi & Irving Adjei",Don't Rush (feat. Headie One) - Single,,,,,,Hip-Hop/Rap,7393771,207,1,1,1,1,2019,"12/25/20, 1:32 PM","12/25/20, 1:32 PM",256,44100,,Apple Music AAC audio file,,,14,"1/3/22, 6:46 PM",1,"1/19/21, 2:55 PM",,
Blame (feat. John Newman),Calvin Harris,"Calvin Harris, John Newman & James Newman",Motion,,,,,,Dance,7636804,212,1,1,3,15,2014,"8/27/16, 12:29 PM","8/27/16, 12:29 PM",256,44100,,Apple Music AAC audio file,,,70,"1/3/22, 6:49 PM",3,"3/20/21, 5:26 PM",,
Love Me Again,John Newman,John Newman & Steve Booker,Love Me Again - EP,,,,,,Pop,8365343,234,1,1,1,5,2013,"11/28/20, 4:56 PM","11/28/20, 4:56 PM",256,44100,,Apple Music AAC audio file,,,18,"1/3/22, 9:28 PM",3,"3/13/21, 5:34 PM",,
Eastside,"benny blanco, Halsey & Khalid","benny blanco, Nathan Perez, Khalid Robinson, Ashley Frangipane & Ed Sheeran",FRIENDS KEEP SECRETS,,,,,,Pop,6229814,170,1,1,1,7,2018,"9/19/19, 7:59 AM","9/19/19, 7:59 AM",256,44100,,Apple Music AAC audio file,,,97,"1/3/22, 9:30 PM",,"1/19/21, 2:55 PM",,
Nice to Meet Ya,Niall Horan,"Niall Horan, Julian Bunetta, Ruth-Anne Cunningham & Tobias Jesso",Heartbreak Weather,,,,,,Pop,5723429,158,1,1,6,14,2019,"1/19/21, 2:25 PM","1/19/21, 2:25 PM",256,44100,,Apple Music AAC audio file,,,11,"1/3/22, 9:33 PM",,,,
Talking in Your Sleep,Lia Rose,Coz Canler & Jimmy Marino,Talking in Your Sleep - Single,,,,,,Rock,7656691,218,1,1,1,1,2020,"2/11/21, 10:54 AM","2/11/21, 10:54 AM",256,44100,,Apple Music AAC audio file,,,11,"1/3/22, 9:37 PM",,,,
Speedo,The Cadillacs,Navarro & E. Navarre,Cadillacs Meet the Orioles,,,,,,R&B/Soul,5192917,141,1,1,1,12,1955,"2/13/21, 3:11 AM","2/13/21, 3:11 AM",256,44100,,Apple Music AAC audio file,,,15,"1/3/22, 9:39 PM",,,,
GIRL LIKE ME,Black Eyed Peas & Shakira,will.i.am,Translation,,,,,,Pop,7914094,222,1,1,4,15,2020,"2/19/21, 10:49 PM","2/19/21, 10:49 PM",256,44100,,Apple Music AAC audio file,,,20,"1/3/22, 9:43 PM",1,"3/13/21, 5:06 PM",,
OK (feat. James Blunt),Robin Schulz,"Robin Schulz, James Blunt, Steve Mac, Maureen ""Mozella"" McDonald & Mozella",Uncovered,,,,,,Dance,6853622,192,1,1,7,18,2017,"2/19/21, 11:33 PM","2/19/21, 11:33 PM",256,44100,,Apple Music AAC audio file,,,17,"1/3/22, 9:49 PM",,,,
I Feel Like I'm Drowning,Two Feet,Zachary Dess,A 20 Something F**k,,,,,,Alternative,6635727,185,1,1,3,8,2017,"3/2/21, 5:48 PM","3/2/21, 5:48 PM",256,44100,,Apple Music AAC audio file,,,16,"1/11/22, 2:26 PM",2,"3/20/21, 12:47 PM",,
Don't Stand So Close to Me (Remastered 2003),The Police,Gordon Sumner,Zenyatta Mondatta (Remastered),,,,,,Rock,8507589,244,1,1,1,11,1980,"3/9/21, 8:54 PM","3/9/21, 8:54 PM",256,44100,,Apple Music AAC audio file,,,12,"1/3/22, 9:56 PM",3,"5/22/21, 1:56 PM",,
Chan Chan,Buena Vista Social Club,Francisco Repilado,Buena Vista Social Club,,,,,,Cuban,10099955,256,1,1,1,14,1997,"3/10/21, 6:33 PM","3/10/21, 6:33 PM",256,44100,,Apple Music AAC audio file,,,21,"1/3/22, 10:01 PM",1,"3/20/21, 12:47 PM",,
Your Song,Elton John,Elton John,Elton John Deluxe Edition,,,,,,Pop,8696155,241,1,2,1,10,1970,"3/11/21, 1:23 PM","3/11/21, 1:23 PM",256,44100,,Apple Music AAC audio file,,,17,"1/3/22, 10:49 PM",3,"4/1/21, 6:46 PM",,
Wheel In the Sky,Journey,"Neal Schon, Diane Valory & Robert Fleischman",Infinity,,,,,,Rock,9215873,252,1,1,6,10,1978,"3/11/21, 2:29 PM","3/11/21, 2:29 PM",256,44100,,Apple Music AAC audio file,,,13,"1/4/22, 1:02 PM",3,"5/22/21, 2:05 PM",,
Take Five (feat. George Shearing),Tito Puente & His Latin Ensemble,Paul Desmond,Mambo Diablo,,,,,,Jazz,12894479,363,1,1,2,8,1985,"3/11/21, 9:24 PM","3/11/21, 9:24 PM",256,44100,,Apple Music AAC audio file,,,23,"1/4/22, 1:08 PM",1,"3/13/21, 5:19 PM",,
Superstition,Stevie Wonder,Stevie Wonder,Talking Book,,,,,,R&B/Soul,10630559,266,1,1,6,10,1972,"3/12/21, 6:40 PM","3/12/21, 6:40 PM",256,44100,,Apple Music AAC audio file,,,12,"1/4/22, 1:13 PM",,,,
Day 'n' Nite,Kid Cudi,O. Omishore & Scott Mescudi,Man On the Moon: The End of Day,,,,,,Hip-Hop/Rap,7838959,221,1,1,7,15,2008,"5/24/19, 11:13 PM","5/24/19, 11:13 PM",256,44100,,Apple Music AAC audio file,,,30,"1/4/22, 1:17 PM",1,"3/20/21, 5:25 PM",,
Gold On the Ceiling,The Black Keys,,El Camino,,,,,,Alternative,,224,1,1,3,11,2011,"12/21/13, 4:17 PM","10/24/12, 11:07 PM",256,44100,,Purchased AAC audio file,,,33,"1/4/22, 1:25 PM",,,,
Fly Away,Tones And I,Toni Watson,Welcome to the Madhouse,,,,,,Alternative,6417227,178,1,1,5,14,2020,"3/26/21, 6:10 PM","3/26/21, 6:10 PM",256,44100,,Apple Music AAC audio file,,,9,"1/4/22, 1:28 PM",,,,
Dance Monkey,Tones And I,Toni Watson,The Kids Are Coming - EP,,,,,,Alternative,7473522,209,1,1,2,6,2019,"1/24/20, 6:27 PM","1/24/20, 6:27 PM",256,44100,,Apple Music AAC audio file,,,107,"1/4/22, 1:31 PM",1,"11/27/20, 7:57 PM",,
Blinding Lights,The Weeknd,"Max Martin, Oscar Holter, Abel Tesfaye, Ahmad Balshe & Jason 'Daheala' Quenneville",After Hours,,,,,,R&B/Soul,7198365,200,1,1,9,14,2019,"4/29/20, 12:14 PM","4/29/20, 12:14 PM",256,44100,,Apple Music AAC audio file,,,10,"1/4/22, 1:34 PM",,,,
Goosebumps,HVME,"Brock Korsan, Daveon Jackson, Jacques Webster, Kendrick Duckworth, Kevin Gomringer, Ronald LaTour & Tim Gomringer",Goosebumps - Single,,,,,,Dance,5872887,163,1,1,1,1,2020,"4/25/21, 1:40 PM","4/25/21, 1:40 PM",256,44100,,Apple Music AAC audio file,,,15,"1/4/22, 1:37 PM",,,,
Baila Conmigo (feat. Kelly Ruiz),Dayvi & Victor Cardenas,Victor Cardenas & David Sánchez,Baila Conmigo - Single (feat. Kelly Ruiz) - Single,,,,,,Dance,6814042,189,1,1,1,1,2019,"4/25/21, 1:58 PM","4/25/21, 1:58 PM",256,44100,,Apple Music AAC audio file,,,11,"1/4/22, 1:40 PM",1,"5/24/21, 3:22 AM",,
